filename,drugname,match,score
VAIPE_P_TRAIN_593.png,sergurop iomg,sergurop 10mg,83
VAIPE_P_TRAIN_950.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_950.png,dixirein,dixirein 375mg,76
VAIPE_P_TRAIN_950.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_950.png,vipredni 16 mg 16mg,vipredni 16mg 16mg,100
VAIPE_P_TRAIN_269.png,ingaron 200 dst 200 mg,ingaron 200 dst 200mg,100
VAIPE_P_TRAIN_269.png,dixirein,dixirein 375mg,76
VAIPE_P_TRAIN_269.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_776.png,cardilopin smg,cardilopin 5mg,92
VAIPE_P_TRAIN_776.png,hoat huyét duong não bdf 1somg + smg,hoạt huyết dưỡng não bdf 150mg+5mg,65
VAIPE_P_TRAIN_8.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_8.png,sergurop iomg,sergurop 10mg,83
VAIPE_P_TRAIN_8.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_967.png,"xitoran 0,5g","xitoran 0,5g",100
VAIPE_P_TRAIN_967.png,mypara 500 soomg,mypara 500 500mg,79
VAIPE_P_TRAIN_103.png,troysar am,troysar am 5mg +50mg,69
VAIPE_P_TRAIN_103.png,leninarto 10 iomg,leninarto 10 10mg,87
VAIPE_P_TRAIN_103.png,stacetam 8oomg 8oomg,stacetam 800mg 800mg,78
VAIPE_P_TRAIN_645.png,"droxicef 0,5g","droxicef 0,5g",100
VAIPE_P_TRAIN_645.png,dixirein,dixirein 375mg,76
VAIPE_P_TRAIN_645.png,menison 4mg amg,menison 4mg 4mg,92
VAIPE_P_TRAIN_235.png,enalapril smg,enalapril 5mg,92
VAIPE_P_TRAIN_235.png,"hoat huyét dưong não 15omg, 2omg",hoạt huyết dưỡng não 150mg+20mg,82
VAIPE_P_TRAIN_235.png,vina-ad 20o0ui+ 4ooui,vina-ad 2000ui+ 400ui,84
VAIPE_P_TRAIN_702.png,kavasdin5 5 mg,kavasdin 5 5mg,100
VAIPE_P_TRAIN_702.png,hoat huyét dưong não 1somg; 2omg,hoạt huyết dưỡng não 150mg+20mg,78
VAIPE_P_TRAIN_241.png,goutcolcin img,goutcolcin 1mg,92
VAIPE_P_TRAIN_241.png,milurit 3o0mg,milurit 300mg,92
VAIPE_P_TRAIN_241.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_6.png,meglucon 1000 100o mg,meglucon 1000 1000mg,94
VAIPE_P_TRAIN_6.png,saviprolol 5 smg,savi prolol 5 5mg,93
VAIPE_P_TRAIN_588.png,diamicron mr tab 3omg 60's 3omg,diamicron mr tab 30mg 60's 30mg,92
VAIPE_P_TRAIN_64.png,metronidazol,metronidazol (metronidazol 250) 250 mg,100
VAIPE_P_TRAIN_64.png,mypara 500 soomg,mypara 500 500mg,79
VAIPE_P_TRAIN_518.png,kavasdin5 5 mg,kavasdin 5 5mg,100
VAIPE_P_TRAIN_518.png,hoạt huyét dưỡng não 15omg+2omg,hoạt huyết dưỡng não 150mg+20mg,90
VAIPE_P_TRAIN_822.png,pyme diapro mr 3omg,pyme diapro mr 30mg,94
VAIPE_P_TRAIN_822.png,enalapril smg,enalapril 5mg,92
VAIPE_P_TRAIN_822.png,pamlonor,pamlonor 5mg,84
VAIPE_P_TRAIN_822.png,oat huyét dưỡng não 15omg+2omg,hoạt huyết dưỡng não 150mg+20mg,84
VAIPE_P_TRAIN_349.png,glucofast 850 850mg,glucofast 850 850mg,100
VAIPE_P_TRAIN_349.png,diamicronmr tab 3omg 60's 30mg,diamicron mr tab 30mg 60's 30mg,96
VAIPE_P_TRAIN_680.png,kavasdin5 5 mg,kavasdin 5 5mg,100
VAIPE_P_TRAIN_496.png,"cefacyl 500 0,5g","cefacyl 500 0,5g",100
VAIPE_P_TRAIN_496.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_496.png,vaco loratadine iomg,vaco loratadine 10mg,89
VAIPE_P_TRAIN_496.png,ciooo floode 1g sl:5 viên,c1000 floode 1g,55
VAIPE_P_TRAIN_959.png,lazibet mr 60 6omg,lazibet mr 60 60mg,93
VAIPE_P_TRAIN_797.png,glucofast 500 soomg,glucofast 850 850mg,82
VAIPE_P_TRAIN_797.png,enalapril smg,enalapril 5mg,92
VAIPE_P_TRAIN_860.png,metformin 500 5oomg,metformin 500 500mg,88
VAIPE_P_TRAIN_860.png,lazibet mr 60 60mg,lazibet mr 60 60mg,100
VAIPE_P_TRAIN_1008.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_1008.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_1085.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_1085.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_1085.png,"katrypsin 4,2mg","katrypsin 4,2mg",100
VAIPE_P_TRAIN_999.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_999.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_597.png,glucofast 850 850mg,glucofast 850 850mg,100
VAIPE_P_TRAIN_597.png,lazibet mr 60 60mg,lazibet mr 60 60mg,100
VAIPE_P_TRAIN_597.png,bloza,bloza 50mg,71
VAIPE_P_TRAIN_935.png,fabamox 500 soomg,fabamox 500 500mg,80
VAIPE_P_TRAIN_935.png,dromasmfort 8omg,dromasm fort 80mg,93
VAIPE_P_TRAIN_935.png,chorlatcyn 125mg+somg+somg+2smg,chorlatcyn 125mg+50mg+50mg+25mg,88
VAIPE_P_TRAIN_691.png,leninarto 10 iomg,leninarto 10 10mg,87
VAIPE_P_TRAIN_691.png,stacetam 8oomg 8oomg,stacetam 800mg 800mg,78
VAIPE_P_TRAIN_434.png,glucofast 500 soomg,glucofast 850 850mg,82
VAIPE_P_TRAIN_434.png,renapril smg smg,renapril 5mg 5mg,86
VAIPE_P_TRAIN_869.png,"cephalexin pmp 500 0,5g","cephalexin pmp 500 0,5g",100
VAIPE_P_TRAIN_869.png,sergurop iomg,sergurop 10mg,83
VAIPE_P_TRAIN_537.png,pamlonor smg,pamlonor 5mg,91
VAIPE_P_TRAIN_537.png,hoạt huyét dưỡng não 15omg+2omg,hoạt huyết dưỡng não 150mg+20mg,90
VAIPE_P_TRAIN_520.png,kavasdin5 5 mg,kavasdin 5 5mg,100
VAIPE_P_TRAIN_520.png,hoạt huyét dưỡng não 15omg+2omg,hoạt huyết dưỡng não 150mg+20mg,90
VAIPE_P_TRAIN_487.png,"cefalexin (firstlexin 500) 0,58","cefalexin (firstlexin 500) 0,5g",96
VAIPE_P_TRAIN_487.png,carbocistein (anpemux) 25omg,carbocistein (anpemux) 250mg,96
VAIPE_P_TRAIN_1092.png,"novoxim-s00 0,5g","novoxim-500 0,5g",93
VAIPE_P_TRAIN_1092.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_1092.png,anpemux 2somg,anpemux 250mg,83
VAIPE_P_TRAIN_1092.png,oat huyéết duong não bdf 1somg + smg,hoạt huyết dưỡng não bdf 150mg+5mg,65
VAIPE_P_TRAIN_707.png,"cefadroxil 0,5g","cefadroxil 0,5g",100
VAIPE_P_TRAIN_707.png,bromhexin actavis 8mg 8mg,bromhexin actavis 8mg 8mg,100
VAIPE_P_TRAIN_707.png,mypara 500 soomg,mypara 500 500mg,79
VAIPE_P_TRAIN_707.png,menison 16mg 16mg,menison 16mg 16mg,100
VAIPE_P_TRAIN_707.png,setblood 1lsmg+loomg+somcg,setblood 115mg+100mg+50mcg,56
VAIPE_P_TRAIN_175.png,metformin 500 5oomg,metformin 500 500mg,88
VAIPE_P_TRAIN_175.png,diamicron mr tab 6omg 30's 6omg,diamicron mr tab 60mg 30's 60mg,92
VAIPE_P_TRAIN_668.png,"novoxim-s00 0,5g","novoxim-500 0,5g",93
VAIPE_P_TRAIN_668.png,mypara 500 soomg,mypara 500 500mg,79
VAIPE_P_TRAIN_668.png,setblood,setblood 115mg+100mg+50mcg,48
VAIPE_P_TRAIN_345.png,glucofast 850 850mg,glucofast 850 850mg,100
VAIPE_P_TRAIN_345.png,diamicronmr tab 3omg 60's 30mg,diamicron mr tab 30mg 60's 30mg,96
VAIPE_P_TRAIN_389.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_389.png,"katrypsin 4,2mg","katrypsin 4,2mg",100
VAIPE_P_TRAIN_830.png,"telmisartan + bydroclorothiazid (hangitor plus) 4omg+12,5mg","telmisartan % hydroclorothiazid (hangitor plus) 40mg+12,5mg",96
VAIPE_P_TRAIN_830.png,đinh lăng; bach quả (hoat,"đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg",58
VAIPE_P_TRAIN_830.png,atorvastatin (atoris 2omg),atorvastatin (atoris 20mg) 20mg,86
VAIPE_P_TRAIN_882.png,fabamox 500 soomg,fabamox 500 500mg,80
VAIPE_P_TRAIN_882.png,pariamol tab soomg,partamol tab. 500mg,61
VAIPE_P_TRAIN_882.png,hoạthuyét dưõng não 15omg+2omg,hoạt huyết dưỡng não 150mg+20mg,88
VAIPE_P_TRAIN_882.png,kagasdine,omeprazol (kagasdine) 20mg,100
VAIPE_P_TRAIN_761.png,cardilopin smg,cardilopin 5mg,92
VAIPE_P_TRAIN_761.png,hoat huyét duong não bdf 1somg + smg,hoạt huyết dưỡng não bdf 150mg+5mg,65
VAIPE_P_TRAIN_682.png,kavasdin 55 mg,kavasdin 5 5mg,100
VAIPE_P_TRAIN_65.png,metformin (meglucon 1000) 1000 mg,metformin (meglucon 1000) 1000 mg,100
VAIPE_P_TRAIN_65.png,gliclazid (golddicron) 3omg,gliclazid (golddicron) 30mg,96
VAIPE_P_TRAIN_65.png,"đinh lăng, bạch quả (hoạt huyết dưỡng não) 15omg+20mg","đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg",98
VAIPE_P_TRAIN_763.png,fabamox soomg 500 mg,fabamox 500mg 500mg,82
VAIPE_P_TRAIN_763.png,metronidazol 250 250 mg,metronidazol 250 250mg,100
VAIPE_P_TRAIN_763.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_763.png,sergurop iomg,sergurop 10mg,83
VAIPE_P_TRAIN_1049.png,savilosartan 50 somg,savi losartan 50 50mg,89
VAIPE_P_TRAIN_1049.png,cosyndo b 175mg +175mg+ 125mcg,cosyndo b 175mg+175mg+125mcg,100
VAIPE_P_TRAIN_1051.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_1051.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_1051.png,"katrypsin 4,2mg","katrypsin 4,2mg",100
VAIPE_P_TRAIN_1089.png,"cefadroxil 0,5g","cefadroxil 0,5g",100
VAIPE_P_TRAIN_1089.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_1089.png,bromhexin actavis 8mg 8mg,bromhexin actavis 8mg 8mg,100
VAIPE_P_TRAIN_253.png,"cephalexin pmp 500 0,5g","cephalexin pmp 500 0,5g",100
VAIPE_P_TRAIN_253.png,metronidazol 250 250 mg,metronidazol 250 250mg,100
VAIPE_P_TRAIN_253.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_845.png,livonic 2500mg+40omg+soomg+85mg,livonic 2500mg+400mg+500mg+85mg,87
VAIPE_P_TRAIN_828.png,paracetamol soomg soomg,paracetamol 500mg 500mg,71
VAIPE_P_TRAIN_828.png,vina-ad 2oooui+ 4ooui,vina-ad 2000ui+ 400ui,74
VAIPE_P_TRAIN_56.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_56.png,vipredni 16 mg 16mg,vipredni 16mg 16mg,100
VAIPE_P_TRAIN_56.png,dixirein,dixirein 375mg,76
VAIPE_P_TRAIN_361.png,meglucon 1000 1000 mg,meglucon 1000 1000mg,100
VAIPE_P_TRAIN_361.png,diamicron mr tab 6omg 30's 6omg,diamicron mr tab 60mg 30's 60mg,92
VAIPE_P_TRAIN_426.png,enalapri smg,enalapril 5mg,87
VAIPE_P_TRAIN_426.png,inbaci 10,inbacid 10 10mg,76
VAIPE_P_TRAIN_426.png,hoạt huyét dưỡng não 15omg+20mg,hoạt huyết dưỡng não 150mg+20mg,94
VAIPE_P_TRAIN_426.png,saviprolol 5 smg,savi prolol 5 5mg,93
VAIPE_P_TRAIN_348.png,glucofast 850 850mg,glucofast 850 850mg,100
VAIPE_P_TRAIN_348.png,diamicronmr tab 3omg 60's 30mg,diamicron mr tab 30mg 60's 30mg,96
VAIPE_P_TRAIN_71.png,glucofast 500 soomg,glucofast 850 850mg,82
VAIPE_P_TRAIN_633.png,"statripsine 4,2mg","statripsine 4,2mg",100
VAIPE_P_TRAIN_633.png,mypara 500 soomg,mypara 500 500mg,79
VAIPE_P_TRAIN_1112.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_61.png,glucofast 500 soomg,glucofast 850 850mg,82
VAIPE_P_TRAIN_61.png,gluzitop mr 60 60mg,gluzitop mr 60 60mg,100
VAIPE_P_TRAIN_61.png,"ebitac 12.5 iomg + 12,smg","ebitac 12.5 10mg + 12,5mg",86
VAIPE_P_TRAIN_259.png,"đinh lăng, bạch quả  (hoạt huyết dưỡng não) 15omg+2omg","đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg",95
VAIPE_P_TRAIN_441.png,chorlatcyn 125mg+somg+somg+25mg,chorlatcyn 125mg+50mg+50mg+25mg,92
VAIPE_P_TRAIN_1044.png,"cefalexin (firstlexin 500) 0,5g","cefalexin (firstlexin 500) 0,5g",100
VAIPE_P_TRAIN_1044.png,methyl prednisolon (methylprednisolon 4) 4mg,methyl prednisolon (methylprednisolon 4) 4mg,100
VAIPE_P_TRAIN_1044.png,carbocistein (anpemux) 25omg,carbocistein (anpemux) 250mg,96
VAIPE_P_TRAIN_773.png,enalapri smg,enalapril 5mg,87
VAIPE_P_TRAIN_773.png,kavasdin5 5 mg,kavasdin 5 5mg,100
VAIPE_P_TRAIN_67.png,"kahagan 0,1g+0,075g+0,075g","kahagan 0,1g+0,075g+0,075g",100
VAIPE_P_TRAIN_908.png,"hapenxin capsules 0,5g","hapenxin capsules 0,5g",100
VAIPE_P_TRAIN_908.png,mezafen,loxoprofen (mezafen) 60mg,100
VAIPE_P_TRAIN_908.png,hoathuyét dưỡng não 15omg+2omg,hoạt huyết dưỡng não 150mg+20mg,86
VAIPE_P_TRAIN_1004.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_1004.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_631.png,colchcin img,colchicin 1mg,87
VAIPE_P_TRAIN_631.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_189.png,cosyndo b 175mg+l7smg+i2smcg,cosyndo b 175mg+175mg+125mcg,85
VAIPE_P_TRAIN_53.png,"hapenxin capsules 0,5g","hapenxin capsules 0,5g",100
VAIPE_P_TRAIN_53.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_942.png,enalapri smg,enalapril 5mg,87
VAIPE_P_TRAIN_942.png,saviprolol 5 smg,savi prolol 5 5mg,93
VAIPE_P_TRAIN_813.png,amoxicilin (fabamox 500) soomg,amoxicilin (fabamox 500) 500mg,89
VAIPE_P_TRAIN_813.png,paracetamol  (partamol tab.) 5oomg,paracetamol (partamol tab.) 500mg,93
VAIPE_P_TRAIN_328.png,pamlonor smg,pamlonor 5mg,91
VAIPE_P_TRAIN_328.png,menison 4mg amg,menison 4mg 4mg,92
VAIPE_P_TRAIN_328.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_1088.png,kavasdin 5 5 mg,kavasdin 5 5mg,100
VAIPE_P_TRAIN_1088.png,paracetamol soomg soomg,paracetamol 500mg 500mg,71
VAIPE_P_TRAIN_1088.png,hoat huyét dưong não isomg; 2omg,hoạt huyết dưỡng não 150mg+20mg,75
VAIPE_P_TRAIN_695.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_695.png,dixirein 375mg sl: 28,dixirein 375mg,84
VAIPE_P_TRAIN_695.png,atoris 2omg 2omg,atoris 20mg 20mg,86
VAIPE_P_TRAIN_659.png,"hapenxin capsules 0,5g","hapenxin capsules 0,5g",100
VAIPE_P_TRAIN_659.png,metronidazol 250 250 mg,metronidazol 250 250mg,100
VAIPE_P_TRAIN_659.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_439.png,chorlatcyn 125mg+somg+somg+25mg,chorlatcyn 125mg+50mg+50mg+25mg,92
VAIPE_P_TRAIN_1076.png,troysar am smg +somg,troysar am 5mg +50mg,82
VAIPE_P_TRAIN_419.png,"telmisartan + hydroclorothiazid (hangitor plus) 40mg+12,5mg","telmisartan % hydroclorothiazid (hangitor plus) 40mg+12,5mg",100
VAIPE_P_TRAIN_419.png,"đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg","đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg",100
VAIPE_P_TRAIN_831.png,"telmisartan + bydroclorothiazid (hangitor plus) 4omg+12,5mg","telmisartan % hydroclorothiazid (hangitor plus) 40mg+12,5mg",96
VAIPE_P_TRAIN_831.png,đinh lăng; bach quả (hoat,"đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg",58
VAIPE_P_TRAIN_831.png,atorvastatin (atoris 2omg),atorvastatin (atoris 20mg) 20mg,86
VAIPE_P_TRAIN_57.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_57.png,vipredni 16 mg 16mg,vipredni 16mg 16mg,100
VAIPE_P_TRAIN_57.png,dixirein,dixirein 375mg,76
VAIPE_P_TRAIN_311.png,"cefalexin (firstlexin 500) 0,58","cefalexin (firstlexin 500) 0,5g",96
VAIPE_P_TRAIN_311.png,paracetamol  (partamol tab.) soomg,paracetamol (partamol tab.) 500mg,90
VAIPE_P_TRAIN_278.png,amoxicilin (fabamox 500) 5oomg,amoxicilin (fabamox 500) 500mg,93
VAIPE_P_TRAIN_278.png,paracetamol  (partamol tab.) 5oomg,paracetamol (partamol tab.) 500mg,93
VAIPE_P_TRAIN_278.png,metronidazol  (metronidazol 250) 250 mg,metronidazol (metronidazol 250) 250 mg,100
VAIPE_P_TRAIN_278.png,"đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg","đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg",100
VAIPE_P_TRAIN_949.png,"hapenxin capsules 0,5g","hapenxin capsules 0,5g",100
VAIPE_P_TRAIN_949.png,pariamol tab soomg,partamol tab. 500mg,61
VAIPE_P_TRAIN_949.png,dixirein 375mg,dixirein 375mg,100
VAIPE_P_TRAIN_1139.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_1139.png,hoat huyét dưong não 1somg+2omg,hoạt huyết dưỡng não 150mg+20mg,78
VAIPE_P_TRAIN_332.png,"cefalexin (firstlexin 500) 0,5g","cefalexin (firstlexin 500) 0,5g",100
VAIPE_P_TRAIN_332.png,paracetamol  (partamol tab.) soomg,paracetamol (partamol tab.) 500mg,90
VAIPE_P_TRAIN_332.png,"đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+2omg","đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg",98
VAIPE_P_TRAIN_978.png,"amoxicillin soomg 0,5g","amoxicillin 500mg 0,5g",85
VAIPE_P_TRAIN_978.png,vaco loratadine iomg,vaco loratadine 10mg,89
VAIPE_P_TRAIN_978.png,paracetamol soomg soomg,paracetamol 500mg 500mg,71
VAIPE_P_TRAIN_978.png,cosyndo b 175mg +175mg+ 125mcg,cosyndo b 175mg+175mg+125mcg,100
VAIPE_P_TRAIN_284.png,amoxicilin (fabamox 500) 5oomg,amoxicilin (fabamox 500) 500mg,93
VAIPE_P_TRAIN_284.png,paracetamol  (partamol tab.) 5oomg,paracetamol (partamol tab.) 500mg,93
VAIPE_P_TRAIN_284.png,metronidazol  (metronidazol 250) 250 mg,metronidazol (metronidazol 250) 250 mg,100
VAIPE_P_TRAIN_284.png,"đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg","đinh lăng, bạch quả (hoạt huyết dưỡng não) 150mg+20mg",100
VAIPE_P_TRAIN_743.png,"hapenxin capsules 0,5g","hapenxin capsules 0,5g",100
VAIPE_P_TRAIN_743.png,pariamol tab soomg,partamol tab. 500mg,61
VAIPE_P_TRAIN_743.png,bổ ganpih 125mg+1oomg+2smg,bố gan p/h 125mg+100mg+25mg,79
VAIPE_P_TRAIN_743.png,oathuyét dưõng não 150mg+2omg,hoạt huyết dưỡng não 150mg+20mg,86
VAIPE_P_TRAIN_1066.png,bloza,bloza 50mg,71
VAIPE_P_TRAIN_1066.png,sergurop iomg,sergurop 10mg,83
VAIPE_P_TRAIN_962.png,lazibet mr 60 6omg,lazibet mr 60 60mg,93
VAIPE_P_TRAIN_962.png,"ebitac 12.5 1omg + 12,5mg","ebitac 12.5 10mg + 12,5mg",95
VAIPE_P_TRAIN_641.png,amoxicilin soomg soomg,amoxicilin 500mg 500mg,70
VAIPE_P_TRAIN_641.png,dromasmfort 8omg,dromasm fort 80mg,93
VAIPE_P_TRAIN_641.png,prazopro 4omg,prazopro 40mg,92
VAIPE_P_TRAIN_641.png,metronidazol 250 250 mg,metronidazol 250 250mg,100
VAIPE_P_TRAIN_629.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_629.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_1122.png,"cefalexin (firstlexin 500) 0,5g","cefalexin (firstlexin 500) 0,5g",100
VAIPE_P_TRAIN_1122.png,drotaverin clohydrat (dromasm fort),drotaverin clohydrat (dromasm fort) 80mg,100
VAIPE_P_TRAIN_1122.png,"kim tiền thảo, râu ngô (kim tiền thảo) 120mg+35mg","kim tiền thảo, râu ngô (kim tiền thảo) 120mg+35mg",100
VAIPE_P_TRAIN_960.png,lazibet mr 60 60mg,lazibet mr 60 60mg,100
VAIPE_P_TRAIN_22.png,carudxan 2mg,carudxan 2mg,100
VAIPE_P_TRAIN_22.png,metronidazol 250 250 mg,metronidazol 250 250mg,100
VAIPE_P_TRAIN_192.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_192.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_192.png,sergurop iomg,sergurop 10mg,83
VAIPE_P_TRAIN_992.png,amcardia-5 smg,amcardia-5 5mg,92
VAIPE_P_TRAIN_696.png,kavasdin5 5 mg,kavasdin 5 5mg,100
VAIPE_P_TRAIN_696.png,hoat huyét dưong não 1somg; 2omg,hoạt huyết dưỡng não 150mg+20mg,78
VAIPE_P_TRAIN_646.png,metformin (meglucon 1000) 1000 mg,metformin (meglucon 1000) 1000 mg,100
VAIPE_P_TRAIN_646.png,gliclazid (golddicron) 3omg,gliclazid (golddicron) 30mg,96
VAIPE_P_TRAIN_81.png,"cefadroxil 0,5g","cefadroxil 0,5g",100
VAIPE_P_TRAIN_81.png,vipredni 16mg 16mg,vipredni 16mg 16mg,100
VAIPE_P_TRAIN_81.png,bromhexin actavis 8mg 8mg,bromhexin actavis 8mg 8mg,100
VAIPE_P_TRAIN_770.png,glucofast 500 soomg,glucofast 850 850mg,82
VAIPE_P_TRAIN_770.png,lazibet mr 60 60mg,lazibet mr 60 60mg,100
VAIPE_P_TRAIN_770.png,enalapril smg,enalapril 5mg,92
VAIPE_P_TRAIN_423.png,"hangitor plus 4omg+12,smg","hangitor plus 40mg+12,5mg",78
VAIPE_P_TRAIN_423.png,hoạt huyét dưỡng não 15omg+2omg,hoạt huyết dưỡng não 150mg+20mg,90
VAIPE_P_TRAIN_791.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_791.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_791.png,dixirein,dixirein 375mg,76
VAIPE_P_TRAIN_477.png,olanzapin iomg (olanxol),olanzapin 10mg (olanxol),90
VAIPE_P_TRAIN_472.png,nifedipin hasan 20 retard 2omg,nifedipin hasan 20 retard 20mg,96
VAIPE_P_TRAIN_472.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_472.png,hoat huyét dưong não isomg; 2omg,hoạt huyết dưỡng não 150mg+20mg,75
VAIPE_P_TRAIN_617.png,"novoxim-s00 0,5g","novoxim-500 0,5g",93
VAIPE_P_TRAIN_617.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_1002.png,"cefadroxil soomg 0,5g","cefadroxil 0,5g",85
VAIPE_P_TRAIN_1002.png,partamol tab. soomg,partamol tab. 500mg,82
VAIPE_P_TRAIN_462.png,dromasmfort 8omg,dromasm fort 80mg,93
VAIPE_P_TRAIN_539.png,pamlonor smg,pamlonor 5mg,91
VAIPE_P_TRAIN_539.png,hoat huyét dưỡng não 15omg+2omg,hoạt huyết dưỡng não 150mg+20mg,86
VAIPE_P_TRAIN_1083.png,amoxicilin (fabamox 500) 5oomg,amoxicilin (fabamox 500) 500mg,93
VAIPE_P_TRAIN_1083.png,paracetamol  (partamol tab.) soomg,paracetamol (partamol tab.) 500mg,90
VAIPE_P_TRAIN_1083.png,methyl,methylsolone 16mg 16mg,46
VAIPE_P_TRAIN_319.png,"hapenxin capsules 0,5g","hapenxin capsules 0,5g",100
VAIPE_P_TRAIN_319.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_414.png,metronidazol  (metronidazol 250) 250 mg,metronidazol (metronidazol 250) 250 mg,100
VAIPE_P_TRAIN_601.png,metformin 500 5oomg,metformin 500 500mg,88
VAIPE_P_TRAIN_360.png,meglucon 1000 1000 mg,meglucon 1000 1000mg,100
VAIPE_P_TRAIN_360.png,diamicron mr tab 6omg 30's 6omg,diamicron mr tab 60mg 30's 60mg,92
VAIPE_P_TRAIN_827.png,kavasdin5 5 mg,kavasdin 5 5mg,100
VAIPE_P_TRAIN_827.png,hoat huyét dưong não 1somg; 2omg,hoạt huyết dưỡng não 150mg+20mg,78
VAIPE_P_TRAIN_827.png,mypara 500 soomg,mypara 500 500mg,79
VAIPE_P_TRAIN_765.png,amoxicilin (fabamox 500) soomg,amoxicilin (fabamox 500) 500mg,89
VAIPE_P_TRAIN_765.png,metronidazol   (metronidazol 250) 250 mg,metronidazol (metronidazol 250) 250 mg,100
VAIPE_P_TRAIN_765.png,omeprazol  (kagasdine) 2omg,omeprazol (kagasdine) 20mg,96
VAIPE_P_TRAIN_765.png,drotaverin,alverin 40mg,57
VAIPE_P_TRAIN_125.png,milurit 3o0mg,milurit 300mg,92
VAIPE_P_TRAIN_125.png,goutcolcin img,goutcolcin 1mg,92
VAIPE_P_TRAIN_492.png,amcardia-5 smg,amcardia-5 5mg,92
VAIPE_P_TRAIN_492.png,cosyndo b 175mg+l75mg+12smcg,cosyndo b 175mg+175mg+125mcg,92
VAIPE_P_TRAIN_492.png,panactol soomg,panactol 500mg,77
VAIPE_P_TRAIN_1148.png,amoxicilin (fabamox 500) 5oomg,amoxicilin (fabamox 500) 500mg,93
VAIPE_P_TRAIN_1148.png,paracetamol  (partamol tab.) soomg,paracetamol (partamol tab.) 500mg,90
VAIPE_P_TRAIN_1148.png,carbocistein (anpemux) 25omg,carbocistein (anpemux) 250mg,96
